Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2017-07-08,"Owen Spalding",5.4,,https://www.mountainproject.com/route/105814121/owen-spalding,3,"Wyoming > Grand Teton National Park > Grand Teton",3.3,4,Lead,,"Trad, Alpine",,1560,1400
2017-07-06,"Cut Finger Crack","5.9 V1",,https://www.mountainproject.com/route/110524458/cut-finger-crack,1,"Wyoming > Grand Teton National Park > Jenny Lake Bouldering > Cutfinger Rock",2.8,3,,,"TR, Boulder, Alpine","5.9 V1",,2400
2017-07-06,"Classic Overhang",V4,,https://www.mountainproject.com/route/110524762/classic-overhang,1,"Wyoming > Grand Teton National Park > Jenny Lake Bouldering > Red Cross Rock",3.5,4,,,"Boulder, Alpine",V4,,20400
2017-07-05,"The Snaz",5.10a,"Swapped leads, followed the Snazette, fell a couple times. Got the rest of he pitches clean",https://www.mountainproject.com/route/105802924/the-snaz,6,"Wyoming > Grand Teton National Park > Death Canyon > Cathedral Buttress",3.6,4,Lead,Fell/Hung,"Trad, Alpine",,,2600
2017-07-04,"Open Book",5.9,"Lead P2,4,6, with the direct 5.9 start and the p4 5.9+ variation",https://www.mountainproject.com/route/105803655/open-book,6,"Wyoming > Grand Teton National Park > Disappointment Peak",3.5,4,Lead,Onsight,"Trad, Alpine",5.9,800,2400
2017-07-03,Stiffy,5.11a,,https://www.mountainproject.com/route/105994971/stiffy,1,"Wyoming > Grand Teton National Park > Blacktail Butte > Junior/Stiffy Wall",2.4,3,Lead,Fell/Hung,"Sport, Alpine",5.11a,45,4600
2017-07-03,"Red Chili",5.10a,,https://www.mountainproject.com/route/105957709/red-chili,1,"Wyoming > Grand Teton National Park > Blacktail Butte > Upper Blacktail Butte",2.5,4,Lead,Onsight,"Sport, Alpine",5.10a,80,2600
2017-07-03,"Crackin' the Cherry",5.10d,,https://www.mountainproject.com/route/105842717/crackin-the-cherry,1,"Wyoming > Grand Teton National Park > Blacktail Butte > Upper Blacktail Butte",3.0,4,Lead,Fell/Hung,"Sport, Alpine",5.10d,60,3500
2017-07-01,"Irene's Arete",5.8,"Traversed in from the caves, and started directly on the arete. It looked too sketchy to traverse over to the tree, so for P1 we roped up just left of the arete proper, made a step around right of the arete into the morning sun, and fired up some intermit",https://www.mountainproject.com/route/105804852/irenes-arete,5,"Wyoming > Grand Teton National Park > Disappointment Peak",3.8,4,Lead,Onsight,"Trad, Alpine",5.8,,2100
2017-06-20,"The Golden Hammer",5.12-,"Simul climbed all the way to the belay below the Crux pitch. If you're comfortable on 5.8/9, I highly recommend simul climbing the easier pitches, it's a blast!. My partner linked the last 2 pitches, and then we saw lightning, so I did not climb the final",https://www.mountainproject.com/route/108409659/the-golden-hammer,5,"Colorado > Golden > Clear Creek Canyon > Creek Side",3.3,-1,Lead,,Sport,,450,6700
2017-06-17,"Last Chance",5.11b,,https://www.mountainproject.com/route/105754825/last-chance,1,"Colorado > Independence Pass > Monitor Rock > 5. Iron Side Wall",3.8,4,Lead,Fell/Hung,Sport,,125,4900
2017-06-17,Transformation,5.11,,https://www.mountainproject.com/route/106875622/transformation,4,"Colorado > Independence Pass > Monitor Rock > 6. Endless Wall",3.7,4,Lead,Onsight,Sport,,450,5000
2017-06-14,"Wind Ridge",5.7,,https://www.mountainproject.com/route/105748361/wind-ridge,4,"Colorado > Boulder > Eldorado Canyon State Park > The Wind Tower > Wind Tower - SW Face",3.2,3,Lead,Onsight,Trad,5.7,,1800
2017-06-10,"Period of Uncertainty",5.11a,,https://www.mountainproject.com/route/112223378/period-of-uncertainty,1,"Colorado > 10 Mile Canyon > The Cache Wall",2.7,-1,TR,,Sport,,30,4600
2017-06-10,"Royal Flush",5.9,"Simul-climbed almost the entire way",https://www.mountainproject.com/route/106811713/royal-flush,8,"Colorado > 10 Mile Canyon > Mount Royal (near Frisco)",3.0,3,Lead,Onsight,Sport,5.9,1500,2400
2017-06-10,"Aces High",5.10-,,https://www.mountainproject.com/route/107281739/aces-high,1,"Colorado > 10 Mile Canyon > Mount Royal (near Frisco)",3.1,3,Lead,Onsight,Sport,5.10-,200,2700
2017-06-07,"Gondolier Arete",5.10a,,https://www.mountainproject.com/route/106210217/gondolier-arete,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.4,2,Lead,,Sport,,55,2600
2017-06-07,"Ivy League",5.10a,,https://www.mountainproject.com/route/106210078/ivy-league,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.5,2,Lead,,Sport,,50,2600
2017-06-07,"Walking With A Ghost",5.11b/c,,https://www.mountainproject.com/route/106210086/walking-with-a-ghost,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",3.5,4,Lead,,Sport,5.11b/c,55,5100
2017-06-07,"Turkey Jerky",5.10c,,https://www.mountainproject.com/route/106210059/turkey-jerky,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.7,3,Lead,,Sport,,80,3200
2017-06-06,"Snake Eyes",5.11b/c,,https://www.mountainproject.com/route/109585393/snake-eyes,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",3.0,4,Lead,Redpoint,Sport,5.11b/c,60,5100
2017-06-06,"Walking With A Ghost",5.11b/c,,https://www.mountainproject.com/route/106210086/walking-with-a-ghost,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",3.5,4,Lead,Redpoint,Sport,5.11b/c,55,5100
2017-06-06,"Shadow Play",5.11c,,https://www.mountainproject.com/route/106311413/shadow-play,1,"Colorado > Golden > Clear Creek Canyon > The Twilight Zone",2.9,-1,Follow,,Sport,,90,5200
2017-06-06,"Freedom Fries",5.11b,,https://www.mountainproject.com/route/106315445/freedom-fries,1,"Colorado > Golden > Clear Creek Canyon > The Twilight Zone",2.5,3,Lead,Onsight,Sport,5.11b,100,4900
2017-06-06,"The Mind and the Matter",5.11,,https://www.mountainproject.com/route/106317806/the-mind-and-the-matter,1,"Colorado > Golden > Clear Creek Canyon > The Twilight Zone",2.3,2,Follow,,Sport,5.11,90,5000
2017-06-04,Rain,"5.10d R",,https://www.mountainproject.com/route/105753211/rain,1,"Colorado > Boulder > Eldorado Canyon State Park > The Bastille > The Bastille - W Face",3.3,3,Follow,,Trad,"5.10d R",,3500
2017-06-04,"Hair City","5.9+ R","Lead first pitch, followed 2nd pitch (combined 2&3)",https://www.mountainproject.com/route/105748627/hair-city,3,"Colorado > Boulder > Eldorado Canyon State Park > The Bastille > The Bastille - W Face",3.6,3,Lead,Onsight,Trad,"5.9+ R",310,2500
2017-06-04,"March of Dimes",5.10c,,https://www.mountainproject.com/route/105750418/march-of-dimes,1,"Colorado > Boulder > Eldorado Canyon State Park > The Bastille > The Bastille - N Face",2.8,-1,Lead,Onsight,Trad,,,3200
2017-05-28,Bandito,5.9,,https://www.mountainproject.com/route/105910504/bandito,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.0,3,Lead,Onsight,Trad,5.8+,50,2400
2017-05-28,"Three's Company",5.8,,https://www.mountainproject.com/route/105910510/threes-company,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.4,3,,,Trad,5.8,60,2100
2017-05-28,"Three's Company",5.8,,https://www.mountainproject.com/route/105910510/threes-company,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.4,3,Lead,Onsight,Trad,5.8,60,2100
2017-05-28,"Jungle Queen",5.8+,"Since we only had one rope, I stopped at the anchor for Red Orkan. The route up to that point has excellent climbing, with some great hand jams, stems, and a short off width.",https://www.mountainproject.com/route/109328507/jungle-queen,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > Mother's Buttress > The Outback",3.1,3,Lead,Onsight,Trad,5.8+,130,2200
2017-05-28,"Optical Illusions",5.11,,https://www.mountainproject.com/route/106670161/optical-illusions,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.9,3,Lead,,Sport,5.11,50,5000
2017-05-28,2-fer,5.10-,"Right variation",https://www.mountainproject.com/route/107077976/2-fer,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.2,2,,,"Trad, Sport",5.10-,60,2700
2017-05-28,2-fer,5.10-,"Left variation",https://www.mountainproject.com/route/107077976/2-fer,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall",2.2,2,Lead,Onsight,"Trad, Sport",5.10-,60,2700
2017-05-27,Jimboliar,5.8,,https://www.mountainproject.com/route/107852485/jimboliar,1,"Colorado > Rifle > Rifle Arch > Slab Routes",2.8,3,Lead,Onsight,Sport,5.8,90,2100
2017-05-27,"Red Orkan",5.10b/c,,https://www.mountainproject.com/route/109328512/red-orkan,1,"Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > Mother's Buttress > The Outback",2.6,2,Lead,Onsight,Trad,5.10,105,3100
2017-05-27,"Andy Wants Some Candy",5.10a,,https://www.mountainproject.com/route/113039050/andy-wants-some-candy,1,"Colorado > Rifle > Rifle Arch > Slab Routes",2.7,2,Lead,Onsight,Sport,5.10a,85,2600
2017-05-27,3.14,5.9,,https://www.mountainproject.com/route/113038879/314,1,"Colorado > Rifle > Rifle Arch > Slab Routes",2.3,2,Lead,Onsight,Sport,5.9,85,2400
2017-05-26,Subpar,5.10a,,https://www.mountainproject.com/route/111941682/subpar,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.0,3,Lead,Onsight,Sport,5.10a,50,2600
2017-05-26,"Tooth or Consequences",5.11b,"Zen send! Fell after grabbing the last hold.",https://www.mountainproject.com/route/106956135/tooth-or-consequences,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.1,3,Lead,,Sport,5.11b,70,4900
2017-05-26,"Nose Picking Good",5.8+,,https://www.mountainproject.com/route/107212605/nose-picking-good,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",1.7,1,Lead,Onsight,Sport,5.8+,35,2200
2017-05-23,"Wild Child",5.11a,"Swapped leads. Fell when an undercling ripped off the wall",https://www.mountainproject.com/route/105758059/wild-child,4,"Colorado > Golden > Clear Creek Canyon > The Mission Wall",3.2,3,Lead,,Sport,5.11a/b,320,4600
2017-05-23,Billy,5.11b,,https://www.mountainproject.com/route/105755881/billy,1,"Colorado > Golden > Clear Creek Canyon > The Mission Wall",2.9,3,Lead,Onsight,Sport,5.11b,120,4900
2017-05-21,"Silver Bullet",5.11+,,https://www.mountainproject.com/route/106141166/silver-bullet,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > The Quarry Wall",3.5,-1,,,Trad,,80,5300
2017-05-20,"Ugly Stick",5.10b,,https://www.mountainproject.com/route/105816289/ugly-stick,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",3.0,3,Lead,,Sport,,110,2900
2017-05-20,"Stickin' It To The Man",5.10a,,https://www.mountainproject.com/route/106087318/stickin-it-to-the-man,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",3.0,3,Lead,Onsight,Sport,5.10a,95,2600
2017-05-20,"Henry Spies the Line",5.10a,,https://www.mountainproject.com/route/105748600/henry-spies-the-line,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Table Top Area",2.5,3,Lead,,"Sport, TR",,60,2600
2017-05-07,"Pirate's Booty",5.10b/c,,https://www.mountainproject.com/route/108443097/pirates-booty,1,"Colorado > Golden > Clear Creek Canyon > Play Pen",2.2,2,,,Sport,,80,3100
2017-05-07,"Child's Play",5.10a/b,,https://www.mountainproject.com/route/108443085/childs-play,1,"Colorado > Golden > Clear Creek Canyon > Play Pen",2.2,1,,,Sport,,80,2800
2017-05-07,Recess,5.10c,,https://www.mountainproject.com/route/108442753/recess,1,"Colorado > Golden > Clear Creek Canyon > Play Pen",2.1,2,,,Sport,,80,3200
2017-05-07,"Lil' School Girl",5.7+,,https://www.mountainproject.com/route/110640262/lil-school-girl,1,"Colorado > Golden > Clear Creek Canyon > Play Pen",2.0,2,,,Trad,,75,1900
2017-05-07,"Teeter Totter Roof",5.11a,,https://www.mountainproject.com/route/111951795/teeter-totter-roof,1,"Colorado > Golden > Clear Creek Canyon > Play Pen",2.7,3,,,Trad,,95,4600
2017-05-06,Storm,5.12b,"Only to b 4 or so",https://www.mountainproject.com/route/106126227/storm,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Wasp Canyon",3.6,3,Lead,Fell/Hung,Trad,,70,6900
2017-05-06,"Chocolate Thunder",5.12-,,https://www.mountainproject.com/route/106142722/chocolate-thunder,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Brown Wall",3.8,3,,,Sport,,75,6700
2017-05-06,"Reptile Tears",5.10+,,https://www.mountainproject.com/route/106126019/reptile-tears,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Brown Wall",3.8,4,,,Trad,,100,3300
2017-05-06,Reptile,5.10,,https://www.mountainproject.com/route/106125949/reptile,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Brown Wall",3.9,4,,,Trad,,50,3000
2017-05-06,"Powder Monkey",5.11a/b,,https://www.mountainproject.com/route/106148166/powder-monkey,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Post Office",3.7,4,,,Trad,,75,4800
2017-05-06,"Heavy Water",5.11b/c,,https://www.mountainproject.com/route/106148083/heavy-water,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Post Office",2.9,3,,,Sport,,65,5100
2017-05-06,"W.A.S.P. (What About Some Pesticide?)","5.7 PG13",,https://www.mountainproject.com/route/106133344/wasp-what-about-some-pesticide,1,"Colorado > South Platte > West Creek > Thunder Ridge > The Wasp Canyon",3.1,3,,,Trad,,70,1800
2017-05-02,"My Generation",5.11d,Lead,https://www.mountainproject.com/route/108150273/my-generation,1,"Colorado > Golden > Clear Creek Canyon > The Sports Wall",2.4,3,,,Sport,,65,5500
2017-05-02,"My Generation",5.11d,,https://www.mountainproject.com/route/108150273/my-generation,1,"Colorado > Golden > Clear Creek Canyon > The Sports Wall",2.4,3,,,Sport,,65,5500
2017-05-02,"Generation Gap",5.11a,,https://www.mountainproject.com/route/105749971/generation-gap,1,"Colorado > Golden > Clear Creek Canyon > The Sports Wall",2.3,3,,,Sport,,70,4600
2017-05-02,"Happiness of Pursuit","5.10c PG13",,https://www.mountainproject.com/route/109380065/happiness-of-pursuit,1,"Colorado > Golden > Clear Creek Canyon > The Sports Wall",0.9,1,,,Sport,,40,3200
2017-05-02,"Number 5 Crack",5.8,,https://www.mountainproject.com/route/109763690/number-5-crack,1,"Colorado > Golden > Clear Creek Canyon > The Sports Wall",1.3,2,,,"Trad, TR",,120,2100
2017-04-23,"Youth Warm-up",5.11c,,https://www.mountainproject.com/route/106307572/youth-warm-up,1,"Colorado > Glenwood Springs > Glenwood Canyon > Puoux > Main Wall",3.1,3,,,Sport,,70,5200
2017-04-23,"Graybeard (aka NoName 1)",5.8,,https://www.mountainproject.com/route/105754462/graybeard-aka-noname-1,1,"Colorado > Glenwood Springs > Glenwood Canyon > Puoux > Lower Wall",2.0,1,,,Sport,,,2100
2017-04-16,"Root Canal",5.8,,https://www.mountainproject.com/route/106777929/root-canal,1,"Utah > Southeast Utah > River Road > River Road Dihedrals",2.9,3,,,Sport,,70,2100
2017-04-16,"Bloody Elbows",5.9,,https://www.mountainproject.com/route/105717706/bloody-elbows,1,"Utah > Southeast Utah > River Road > River Road Dihedrals",2.5,3,,,Trad,,,2400
2017-04-15,"Black Slab",5.7,,https://www.mountainproject.com/route/106618148/black-slab,1,"Utah > Southeast Utah > Kane Springs Canyon > Ice Cream Parlor",2.2,1,,,Sport,,50,1800
2017-04-15,"Hot Karl Sunday",5.10c,,https://www.mountainproject.com/route/105936665/hot-karl-sunday,1,"Utah > Southeast Utah > Kane Springs Canyon > Ice Cream Parlor",2.9,3,,,Sport,,90,3200
2017-04-15,Rain,5.9+,,https://www.mountainproject.com/route/107565318/rain,1,"Utah > Southeast Utah > Kane Springs Canyon > Ice Cream Parlor",2.3,2,,,Sport,,95,2500
2017-04-14,"The Calla Way",5.9,,https://www.mountainproject.com/route/112835972/the-calla-way,1,"Utah > Southeast Utah > State Highway 313 > Small Adventures Wall / 313 Slabs",2.3,2,Lead,Onsight,"Sport, TR",5.9,100,2400
2017-04-14,"Tide to Tye",5.8,"fell when a large flake slide out from under my feet and shattered down the rock.",https://www.mountainproject.com/route/112836417/tide-to-tye,1,"Utah > Southeast Utah > State Highway 313 > Small Adventures Wall / 313 Slabs",1.8,2,Lead,Fell/Hung,"Sport, TR",5.8,100,2100
2017-04-11,"Self Serve",5.10d,,https://www.mountainproject.com/route/106016375/self-serve,1,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",2.5,2,,,Sport,,45,3500
2017-04-11,Kwik-E-Mart,5.11b,,https://www.mountainproject.com/route/106016391/kwik-e-mart,1,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",2.6,3,,,Sport,,50,4900
2017-04-11,"Kum & Go",5.12a,,https://www.mountainproject.com/route/107375436/kum-go,1,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",3.3,3,,,Sport,,45,6600
2017-04-11,"Five and Dime",5.10,,https://www.mountainproject.com/route/106016411/five-and-dime,1,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",2.8,3,,,Sport,,50,3000
2017-04-08,"East Face Right/Dinosaur Rock",5.5,,https://www.mountainproject.com/route/105762027/east-face-rightdinosaur-rock,2,"Colorado > Boulder > Flatirons > Central > Dinosaur Rock",1.5,2,,,Trad,,300,1500
2017-04-08,"Touch Monkey",5.11b,,https://www.mountainproject.com/route/105755617/touch-monkey,1,"Colorado > Boulder > Flatirons > Central > Der Zerkle",2.9,3,,,"Sport, TR",,40,4900
2017-04-08,"Pretty in Pinkler",5.11d,,https://www.mountainproject.com/route/106207697/pretty-in-pinkler,1,"Colorado > Boulder > Flatirons > Central > Dinosaur Rock",2.5,3,,,"Sport, TR",,70,5500
2017-03-27,"Save the Heart to Eat Later",5.12a,,https://www.mountainproject.com/route/105944477/save-the-heart-to-eat-later,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",3.0,3,,,Sport,,50,6600
2017-03-27,"Physical Graffiti",5.6,,https://www.mountainproject.com/route/105732266/physical-graffiti,2,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Riding Hood Wall",3.1,4,,,Trad,,255,1600
2017-03-27,"Big Bad Wolf",5.9,,https://www.mountainproject.com/route/107339211/big-bad-wolf,3,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Riding Hood Wall",3.1,4,,,Sport,,220,2400
2017-03-27,"Power Failure",5.10,,https://www.mountainproject.com/route/105732272/power-failure,3,"Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Ginger Buttress",3.1,4,,,Trad,,450,3000
2017-03-26,"Baseboy (Bolted Variation)",5.11-,,https://www.mountainproject.com/route/105944445/baseboy-bolted-variation,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.8,3,,,Sport,,75,4700
2017-03-26,"Elbows of Mac and Ronnie",5.11b,,https://www.mountainproject.com/route/105944680/elbows-of-mac-and-ronnie,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.1,2,,,Sport,,60,4900
2017-03-26,"Have a Beer with Fear",5.11b,,https://www.mountainproject.com/route/105944620/have-a-beer-with-fear,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.7,2,,,Sport,,60,4900
2017-03-26,"Under Fire",5.10a,,https://www.mountainproject.com/route/105887208/under-fire,1,"Nevada > Southern Nevada > La Madre Range > The Gun Club > Left (South) Wall",2.3,1,,,Sport,,60,2600
2017-03-26,"Twin Weapons of Mass Distraction",5.9,,https://www.mountainproject.com/route/107554697/twin-weapons-of-mass-distraction,1,"Nevada > Southern Nevada > La Madre Range > The Gun Club > Right (North) Wall",1.8,1,,,Sport,,40,2400
2017-03-25,"Gun For Hire",5.11a/b,,https://www.mountainproject.com/route/105900166/gun-for-hire,1,"California > High Desert > Barstow Area > New Jack City > Box Canyon East > Hueco Wall",3.1,4,,,Sport,,50,4800
2017-03-25,"Sky's The Limit",5.10b,,https://www.mountainproject.com/route/105916163/skys-the-limit,1,"California > High Desert > Barstow Area > New Jack City > Box Canyon East > Fairway",2.4,3,,,Sport,,100,2900
2017-03-25,"Hole In One",5.11a,,https://www.mountainproject.com/route/105916155/hole-in-one,1,"California > High Desert > Barstow Area > New Jack City > Box Canyon East > Fairway",3.3,3,,,Sport,,95,4600
2017-03-25,Problematic,5.10a,,https://www.mountainproject.com/route/106030927/problematic,1,"California > High Desert > Barstow Area > New Jack City > Box Canyon East > Fairway",1.8,1,,,Sport,,70,2600
2017-03-24,Kemosabe,5.10a,,https://www.mountainproject.com/route/105732944/kemosabe,1,"Nevada > Southern Nevada > Red Rocks > (07) Willow Spring > Ragged Edges Area",2.6,3,,,Trad,,100,2600
2017-03-24,"Chicken Eruptus","5.10b R",,https://www.mountainproject.com/route/105732836/chicken-eruptus,1,"Nevada > Southern Nevada > Red Rocks > (07) Willow Spring > Ragged Edges Area",3.5,3,,,Trad,,120,2900
2017-03-23,"Levitation 29",5.11b/c,"Swapped leads. Fell leading the crux, then  followed without falling. rapped after the crux pitch.",https://www.mountainproject.com/route/105732443/levitation-29,5,"Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > Eagle Wall",3.8,-1,Lead,Fell/Hung,Trad,,700,5100
2017-03-19,"Ramblin' Rose",5.10,,https://www.mountainproject.com/route/105890055/ramblin-rose,6,"Colorado > South Platte > Wigwam Creek/Lost Creek Wilderness > Wigwam Dome",3.7,4,,,Trad,,550,3000
2017-03-18,"Chasing Sticks",5.9,,https://www.mountainproject.com/route/105755278/chasing-sticks,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",1.9,1,,,Sport,,,2400
2017-03-18,"The Other One",5.11a,,https://www.mountainproject.com/route/105753604/the-other-one,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > West Face",2.7,3,,,Sport,,,4600
2017-03-18,"Mercy Drilling",5.12a,"First 12a redpoint!",https://www.mountainproject.com/route/105758020/mercy-drilling,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > West Face",2.7,3,,,"Trad, Sport",,60,6600
2017-03-12,"Major Tom",V3-,,https://www.mountainproject.com/route/105757477/major-tom,1,"Colorado > Boulder > Flatirons > North > Satellite Boulders > BBC Boulder",2.4,2,,,Boulder,,,20270
2017-03-12,Freeway,5.0,,https://www.mountainproject.com/route/105752023/freeway,6,"Colorado > Boulder > Flatirons > North > Second Flatiron",3.3,2,,,Trad,,600,1000
2017-03-12,"A7 -V1",V1-2,,https://www.mountainproject.com/route/105752380/a7-v1,1,"Colorado > Boulder > Flatirons > North > Satellite Boulders > A-7 Boulder",3.2,3,,,Boulder,,,20150
2017-03-12,"South Warmup",V0,,https://www.mountainproject.com/route/105757876/south-warmup,1,"Colorado > Boulder > Flatirons > North > Satellite Boulders > BBC Boulder",2.0,1,,,Boulder,,,20008
2017-03-05,"Positively Fourth Street",5.9+,,https://www.mountainproject.com/route/105749917/positively-fourth-street,1,"Colorado > Boulder > Eldorado Canyon State Park > The West Ridge > West Ridge - part D - Xanadu to Pony Express",2.9,3,,,"Trad, TR",5.9+,70,2500
2017-03-05,Reggae,5.8,,https://www.mountainproject.com/route/105748406/reggae,2,"Colorado > Boulder > Eldorado Canyon State Park > The Wind Tower > Wind Tower - SW Face",3.1,4,,,Trad,,,2100
2017-03-05,Calypso,5.6,,https://www.mountainproject.com/route/105748391/calypso,3,"Colorado > Boulder > Eldorado Canyon State Park > The Wind Tower > Wind Tower - SW Face",3.0,3,,,Trad,,,1600
2017-03-05,"Blind Faith",5.10a,,https://www.mountainproject.com/route/105748639/blind-faith,2,"Colorado > Boulder > Eldorado Canyon State Park > The Bastille > The Bastille - W Face",3.6,4,,,Trad,,200,2600
2017-03-05,"Handcracker Direct",5.10a,,https://www.mountainproject.com/route/105749599/handcracker-direct,5,"Colorado > Boulder > Eldorado Canyon State Park > The West Ridge > West Ridge - part C - Pony Express to Long John",3.6,4,,,Trad,,,2600
2017-02-19,"East Ridge","5.3 R",,https://www.mountainproject.com/route/105752632/east-ridge,1,"Colorado > Boulder > Flatirons > North > The Spy",3.0,4,,,Trad,,,1300
2017-02-19,Freeway,5.0,,https://www.mountainproject.com/route/105752023/freeway,6,"Colorado > Boulder > Flatirons > North > Second Flatiron",3.3,2,,,Trad,,600,1000
2017-02-19,"East Face/First Flatironette",5.2,,https://www.mountainproject.com/route/105758539/east-facefirst-flatironette,2,"Colorado > Boulder > Flatirons > North > First Flatironette",2.3,3,,,Trad,,350,1200
2017-02-18,"Unusual Weather",5.11c,,https://www.mountainproject.com/route/105753076/unusual-weather,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.8,4,,,Sport,,,5200
2017-02-18,Silverado,5.11b,,https://www.mountainproject.com/route/105755704/silverado,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Contest Wall",3.7,3,,,Sport,,,4900
2017-02-18,"It's Miller Time",5.11b,,https://www.mountainproject.com/route/105748699/its-miller-time,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Contest Wall",2.5,3,,,Sport,,60,4900
2017-02-18,"Slamdance Cosmopolis (aka It Takes a Village)",5.10a,,https://www.mountainproject.com/route/107227969/slamdance-cosmopolis-aka-it-takes-a-village,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Contest Wall",2.3,2,,,Sport,,50,2600
2017-02-05,"Prima Nocta",5.8,,https://www.mountainproject.com/route/107514316/prima-nocta,1,"Colorado > Canon City > Shelf Road > The Gallery > Menses Prow",2.5,3,,,Sport,,80,2100
2017-02-05,"Cosmic Thing",5.12a,,https://www.mountainproject.com/route/105754030/cosmic-thing,1,"Colorado > Canon City > Shelf Road > The Gallery > Menses Prow",2.6,2,,,Sport,,,6600
2017-02-05,"Pueblo Gringos",5.10a/b,,https://www.mountainproject.com/route/105761514/pueblo-gringos,1,"Colorado > Canon City > Shelf Road > The Gallery > Menses Prow",2.5,2,,,Sport,,40,2800
2017-02-05,"First Blood",5.8,"Lead with only trad gear. Nuts and tricams are good. Not many good cam placements",https://www.mountainproject.com/route/105764676/first-blood,1,"Colorado > Canon City > Shelf Road > The Gallery > Menses Prow",2.9,3,,,Sport,,70,2100
2017-02-04,"Waffle House",5.10d,,https://www.mountainproject.com/route/107115257/waffle-house,1,"Colorado > Golden > Clear Creek Canyon > Breakfast Cliff",2.7,2,,,Sport,,45,3500
2017-02-04,"The Morning Poos",5.8+,,https://www.mountainproject.com/route/107168846/the-morning-poos,1,"Colorado > Golden > Clear Creek Canyon > Breakfast Cliff",2.3,1,,,Sport,,70,2200
2017-01-29,"Via Comatose Amigo",5.10a/b,,https://www.mountainproject.com/route/105750139/via-comatose-amigo,1,"Colorado > Golden > Clear Creek Canyon > High Wire Crag",2.6,3,,,Sport,,125,2800
2017-01-29,"Moderate Dihedral",5.7,,https://www.mountainproject.com/route/111578271/moderate-dihedral,2,"Colorado > Golden > Clear Creek Canyon > High Wire Crag",1.0,1,,,Trad,,200,1800
